x,px,y,py,l,delta
-1.6724748286567052e-22,-1.1239757531206921e-24,0.0,0.0,-1.7474541342110382e-11,-4.247042338077285e-28
-2.4024813620472088e-23,1.2708794800845993e-24,0.0,0.0,-1.7477853982289087e-11,-4.249028923517088e-28
2.3125562826684107e-22,-9.461692623082115e-25,0.0,0.0,-1.748111310270977e-11,-4.250994349671949e-28
-3.002188256443367e-22,2.974604629197219e-26,0.0,0.0,-1.748431983505458e-11,-4.2529339155099105e-28
2.518637906049197e-22,7.652792575848041e-25,0.0,0.0,-1.748747528046102e-11,-4.2548476201716225e-28
-5.594537888143369e-23,-1.3268757894768013e-24,0.0,0.0,-1.7490580513700998e-11,-4.256737815155014e-28
-1.405528905700736e-22,1.1184853130231318e-24,0.0,0.0,-1.7493636580262994e-11,-4.258606851255933e-28
2.9554282759197825e-22,-5.040283121343101e-25,0.0,0.0,-1.74966445002037e-11,-4.260466483279215e-28
-2.828566909245702e-22,-4.822458067580452e-25,0.0,0.0,-1.7499605266462546e-11,-4.262314360565848e-28
1.5974556507054299e-22,1.108596042470086e-24,0.0,0.0,-1.7502519847416214e-11,-4.2641293239296135e-28
6.525940395013572e-23,-1.329337833553383e-24,0.0,0.0,-1.7505389186378174e-11,-4.265911373275002e-28
-2.3402567476633093e-22,7.860651238373934e-25,0.0,0.0,-1.7508214203733792e-11,-4.26768401865663e-28
3.1500925628427987e-22,1.0641183722257497e-26,0.0,0.0,-1.7510995796386044e-11,-4.269433154055274e-28
-2.2032112609034884e-22,-9.25031821871278e-25,0.0,0.0,-1.751373483981312e-11,-4.271179938400012e-28
4.3912638717196336e-23,1.2736266333526707e-24,0.0,0.0,-1.751643218700658e-11,-4.272891458251033e-28
1.7744024638375104e-22,-1.130643808231071e-24,0.0,0.0,-1.751908866876444e-11,-4.274571239688001e-28
-2.899617743428034e-22,3.2567752443269407e-25,0.0,0.0,-1.752170509801806e-11,-4.276254547821998e-28
2.865624131845582e-22,5.1807294113227135e-25,0.0,0.0,-1.7524282266360763e-11,-4.277907293003232e-28
-1.224057609769484e-22,-1.2293898852624187e-24,0.0,0.0,-1.7526820946349528e-11,-4.279543581320263e-28
-7.767089255727089e-23,1.2350028251161433e-24,0.0,0.0,-1.752932189176072e-11,-4.281156359974815e-28
2.630800270428445e-22,-7.614056336334888e-25,0.0,0.0,-1.7531785838153812e-11,-4.282759734148573e-28
-2.997159176928735e-22,-1.9073191724067715e-25,0.0,0.0,-1.7534213503971187e-11,-4.2843607574139855e-28
2.145708057035711e-22,9.396009520424461e-25,0.0,0.0,-1.753660559011478e-11,-4.285942972749351e-28
-4.4049254289865486e-24,-1.3476647060704008e-24,0.0,0.0,-1.7538962780576223e-11,-4.287499327193387e-28
-1.8614125714623737e-22,9.990230801683988e-25,0.0,0.0,-1.7541285743996012e-11,-4.289023943376505e-28
3.087964906209066e-22,-2.7879869012463415e-25,0.0,0.0,-1.754357513175917e-11,-4.290542681757721e-28
-2.6182481477922076e-22,-6.825236390320568e-25,0.0,0.0,-1.7545831581786292e-11,-4.292046138957118e-28
1.1018362898537978e-22,1.2099037718718863e-24,0.0,0.0,-1.7548055715926082e-11,-4.293522559918918e-28
